
These predictions were generated by SeaState on 29-Aug-2025 at 12:34:18.




      Time       Wave1Elev       Wave2Elev       Wave3Elev       Wave4Elev       Wave5Elev         FVel1xi         FVel2xi         FVel3xi         FVel4xi         FVel5xi         FAcc1xi         FAcc2xi         FAcc3xi         FAcc4xi         FAcc5xi          FDynP1          FDynP2          FDynP3          FDynP4          FDynP5
   75.0000   0.1098985E+01  -0.6556348E-01   0.3829913E+00  -0.9860864E-01   0.1236398E+00   0.2102425E+01   0.1100277E+01   0.1451024E+01   0.8133463E+00   0.1234949E+01  -0.1041537E+01   0.1904309E+00   0.5685875E+00   0.1961938E+00   0.1053409E+01   0.1072305E+05  -0.8130005E+03   0.3694201E+04  -0.9169467E+03   0.1130397E+04
   75.2000   0.8862301E+00  -0.3756014E-01   0.4102566E+00  -0.4561393E-01   0.2706676E+00   0.1844727E+01   0.1084824E+01   0.1576792E+01   0.9039193E+00   0.1467774E+01  -0.1264450E+01  -0.3642580E+00   0.3940943E+00   0.3560414E+00   0.6918768E+00   0.8690243E+04  -0.5162793E+03   0.3872296E+04  -0.4417630E+03   0.2480826E+04
   75.4000   0.6342933E+00  -0.6266019E-01   0.3888971E+00  -0.2330160E-02   0.3511473E+00   0.1540178E+01   0.9195150E+00   0.1645239E+01   0.9375954E+00   0.1545824E+01  -0.1257781E+01  -0.8146702E+00  -0.7163553E-01  -0.4455639E-01   0.1100818E+00   0.6277515E+04  -0.6387781E+03   0.3576540E+04  -0.1161627E+02   0.3263036E+04
   75.6000   0.3776511E+00  -0.1012902E+00   0.2865146E+00   0.2638021E-01   0.3703361E+00   0.1284024E+01   0.6979938E+00   0.1554715E+01   0.9006196E+00   0.1526269E+01  -0.1166109E+01  -0.6793155E+00  -0.7465863E+00  -0.7480063E-02  -0.2778756E+00   0.3773849E+04  -0.8501932E+03   0.2555087E+04   0.3452322E+03   0.3487224E+04
   75.8000   0.1211081E+00  -0.9075405E-01   0.1050248E+00   0.7630102E-01   0.3301395E+00   0.1029062E+01   0.5966086E+00   0.1321404E+01   0.9111083E+00   0.1385505E+01  -0.9738376E+00  -0.1059142E+00  -0.1353886E+01   0.2703556E+00  -0.7041754E+00   0.1261312E+04  -0.6500297E+03   0.8229896E+03   0.8884016E+03   0.3190518E+04
   76.0000  -0.1072819E+00  -0.1972706E-01  -0.1473770E+00   0.1698740E+00   0.2657593E+00   0.8848134E+00   0.5973254E+00   0.9166085E+00   0.1034133E+01   0.1217283E+01  -0.7472806E+00   0.2633466E+00  -0.1922111E+01   0.8442256E+00  -0.5365565E+00  -0.1052960E+04   0.1056123E+03  -0.1500705E+04   0.1779318E+04   0.2660760E+04
   76.2000  -0.3457358E+00   0.1253723E+00  -0.4130429E+00   0.3021554E+00   0.2160599E+00   0.6706916E+00   0.7350964E+00   0.4616231E+00   0.1287487E+01   0.1120345E+01  -0.1155726E+01   0.1094410E+01  -0.1628516E+01   0.1015776E+01  -0.2697853E+00  -0.3406809E+04   0.1530560E+04  -0.3919803E+04   0.2952086E+04   0.2213689E+04
   76.4000  -0.5824708E+00   0.3514665E+00  -0.6075882E+00   0.4122600E+00   0.1901625E+00   0.4281085E+00   0.1072398E+01   0.1799752E+00   0.1491411E+01   0.1100656E+01  -0.9801992E+00   0.1578225E+01  -0.8262830E+00   0.5982156E+00   0.2255394E-01  -0.5703204E+04   0.3639843E+04  -0.5756435E+04   0.3936377E+04   0.1943232E+04
   76.6000  -0.7969891E+00   0.6019372E+00  -0.7164357E+00   0.4674681E+00   0.1813482E+00   0.1931828E+00   0.1446634E+01   0.6268597E-01   0.1579439E+01   0.1134515E+01  -0.1070109E+01   0.1604274E+01  -0.4348077E+00   0.2155909E+00   0.1499574E+00  -0.7763199E+04   0.5983611E+04  -0.6833238E+04   0.4447627E+04   0.1801525E+04
   76.8000  -0.9695637E+00   0.8418757E+00  -0.7632824E+00   0.4695612E+00   0.1735942E+00  -0.1432669E-01   0.1815898E+01  -0.1452160E-01   0.1594747E+01   0.1188671E+01  -0.5598042E+00   0.1563947E+01  -0.9779318E-01  -0.1839751E+00   0.8597752E-01  -0.9400205E+04   0.8225936E+04  -0.7271577E+04   0.4460121E+04   0.1651982E+04
   77.0000  -0.1062760E+01   0.1045903E+01  -0.7248883E+00   0.4046101E+00   0.1375020E+00  -0.7764607E-01   0.2173985E+01   0.4429369E-01   0.1470219E+01   0.1172481E+01  -0.1256458E+00   0.1321401E+01   0.5794975E+00  -0.7411140E+00  -0.2974562E+00  -0.1032430E+05   0.1008707E+05  -0.6915720E+04   0.3888444E+04   0.1266736E+04
   77.2000  -0.1083858E+01   0.1159751E+01  -0.6059298E+00   0.2996499E+00   0.6596208E-01  -0.5112053E-01   0.2399152E+01   0.2332578E+00   0.1278847E+01   0.1075415E+01   0.3578966E+00   0.3998598E+00   0.9010026E+00  -0.6997088E+00  -0.5827475E+00  -0.1056812E+05   0.1110915E+05  -0.5817743E+04   0.2952590E+04   0.5853788E+03
   77.4000  -0.1035036E+01   0.1139245E+01  -0.4414037E+00   0.1945580E+00  -0.3912199E-01   0.8767519E-01   0.2363535E+01   0.4524904E+00   0.1127284E+01   0.8790792E+00   0.6384959E+00  -0.4860264E+00   0.1025899E+01  -0.6104773E+00  -0.9584376E+00  -0.1016998E+05   0.1094608E+05  -0.4253717E+04   0.1975312E+04  -0.3516799E+03
   77.6000  -0.9473857E+00   0.1014017E+01  -0.2419610E+00   0.1023682E+00  -0.1433887E+00   0.2503599E+00   0.2183267E+01   0.7122399E+00   0.1012479E+01   0.6583393E+00   0.6919852E+00  -0.9405833E+00   0.1263414E+01  -0.2894272E+00  -0.6398123E+00  -0.9381380E+04   0.9802250E+04  -0.2355225E+04   0.1093176E+04  -0.1253691E+04
   77.8000  -0.8464311E+00   0.8194814E+00  -0.2267592E-01   0.4469523E-01  -0.1934469E+00   0.3915412E+00   0.1929302E+01   0.1017142E+01   0.1012106E+01   0.5660601E+00   0.4493097E+00  -0.1075357E+01   0.1189707E+01   0.6659518E-01  -0.1568161E+00  -0.8419383E+04   0.7969663E+04  -0.2911123E+03   0.4620829E+03  -0.1699897E+04
   78.0000  -0.7505234E+00   0.5988620E+00   0.1664383E+00  -0.2484782E-02  -0.1808072E+00   0.4489773E+00   0.1725508E+01   0.1226975E+01   0.1051182E+01   0.5920246E+00   0.3695773E+00  -0.8960130E+00   0.6724406E+00  -0.7782267E-01   0.3995997E+00  -0.7428902E+04   0.5790458E+04   0.1547388E+04  -0.9869244E+02  -0.1596505E+04
   78.2000  -0.6253639E+00   0.3428227E+00   0.3095015E+00  -0.8646566E-01  -0.1088282E+00   0.5683070E+00   0.1507130E+01   0.1310423E+01   0.9729182E+00   0.7512470E+00   0.7362383E+00  -0.1331842E+01   0.3964636E+00  -0.6510531E+00   0.6883969E+00  -0.6192410E+04   0.3239991E+04   0.3025590E+04  -0.9291536E+03  -0.9800796E+03
   78.4000  -0.4701028E+00   0.2806567E-01   0.4435024E+00  -0.2045282E+00  -0.2624011E-01   0.7593128E+00   0.1151705E+01   0.1406026E+01   0.7819889E+00   0.8858565E+00   0.8230579E+00  -0.1698193E+01   0.6870887E+00  -0.7799486E+00   0.4496799E+00  -0.4720658E+04   0.2004784E+03   0.4389222E+04  -0.2005057E+04  -0.2121236E+03
   78.6000  -0.3175110E+00  -0.3073056E+00   0.5902327E+00  -0.3147455E+00   0.5659049E-01   0.9363651E+00   0.7586584E+00   0.1600856E+01   0.6014779E+00   0.9845639E+00   0.5966804E+00  -0.1665687E+01   0.8788857E+00  -0.6992288E+00   0.6477211E+00  -0.3266871E+04  -0.3019097E+04   0.5778588E+04  -0.3000528E+04   0.5977089E+03
   78.8000  -0.2010254E+00  -0.6191263E+00   0.7181242E+00  -0.3901154E+00   0.1661109E+00   0.1001240E+01   0.4263204E+00   0.1802326E+01   0.4653636E+00   0.1192738E+01   0.1166645E+00  -0.1329016E+01   0.7266296E+00  -0.2363584E+00   0.8742951E+00  -0.2080851E+04  -0.6054025E+04   0.6949290E+04  -0.3672615E+04   0.1580421E+04
   79.0000  -0.1092380E+00  -0.8975207E+00   0.7896252E+00  -0.3919418E+00   0.2524523E+00   0.9920655E+00   0.1421022E+00   0.1922987E+01   0.5057870E+00   0.1348042E+01   0.1767149E+00  -0.1374996E+01   0.1889721E+00   0.4044341E+00   0.3398463E+00  -0.1083289E+04  -0.8772762E+04   0.7597734E+04  -0.3732461E+04   0.2359313E+04
   79.2000   0.2659912E-02  -0.1143672E+01   0.7848622E+00  -0.3449850E+00   0.2847040E+00   0.1066076E+01  -0.1655440E+00   0.1908993E+01   0.6318533E+00   0.1374374E+01   0.5242347E+00  -0.1040654E+01  -0.1786467E+00   0.4778591E+00   0.9610001E-03   0.4229265E+02  -0.1112335E+05   0.7552728E+04  -0.3353552E+04   0.2690541E+04
   79.4000   0.1342597E+00  -0.1303654E+01   0.7174570E+00  -0.2852703E+00   0.2743965E+00   0.1213673E+01  -0.3052951E+00   0.1838823E+01   0.7413647E+00   0.1321789E+01   0.6868372E+00  -0.4757491E+00  -0.6688108E+00   0.4718584E+00  -0.3231109E+00   0.1296903E+04  -0.1270402E+05   0.6893383E+04  -0.2815161E+04   0.2646109E+04
   79.6000   0.2607586E+00  -0.1399780E+01   0.5637167E+00  -0.2173988E+00   0.2460582E+00   0.1371624E+01  -0.4186553E+00   0.1574459E+01   0.8579419E+00   0.1251311E+01   0.5787297E+00  -0.4149501E+00  -0.1330248E+01   0.4734184E+00  -0.8664046E-01   0.2488295E+04  -0.1362235E+05   0.5500066E+04  -0.2194700E+04   0.2412247E+04
   79.8000   0.3569351E+00  -0.1411444E+01   0.3752348E+00  -0.1545431E+00   0.2248019E+00   0.1476588E+01  -0.4367159E+00   0.1262504E+01   0.9562308E+00   0.1259784E+01   0.3486852E+00   0.4143014E+00  -0.1094100E+01   0.3196241E+00  -0.1286572E+00   0.3409925E+04  -0.1372469E+05   0.3787602E+04  -0.1618375E+04   0.2174387E+04
   80.0000   0.4194981E+00  -0.1314835E+01   0.2152017E+00  -0.1121462E+00   0.1741674E+00   0.1539641E+01  -0.2511050E+00   0.1064806E+01   0.1005580E+01   0.1180794E+01   0.2352124E+00   0.8550259E+00  -0.6058297E+00   0.3742238E-01  -0.4045148E+00   0.4004422E+04  -0.1286451E+05   0.2258317E+04  -0.1218013E+04   0.1707802E+04
   80.2000   0.4536468E+00  -0.1167474E+01   0.9672363E-01  -0.1052200E+00   0.1152017E+00   0.1606986E+01  -0.6678090E-01   0.9954226E+00   0.9538343E+00   0.1097031E+01   0.1350659E+00   0.8025697E+00  -0.2921934E+00  -0.3761682E+00  -0.2400391E+00   0.4270021E+04  -0.1145608E+05   0.1049964E+04  -0.1098272E+04   0.1166489E+04
   80.4000   0.4237515E+00  -0.9746444E+00  -0.1197229E-01  -0.1191618E+00   0.7139909E-01   0.1575987E+01   0.1442088E+00   0.9179125E+00   0.8344321E+00   0.1070962E+01  -0.7477629E+00   0.1204681E+01  -0.3978055E+00  -0.4032134E+00   0.1278430E-01   0.3940850E+04  -0.9586466E+04  -0.3170547E+02  -0.1134634E+04   0.7218447E+03
   80.6000   0.2882248E+00  -0.7316122E+00  -0.1042482E+00  -0.1171704E+00   0.4636084E-01   0.1264379E+01   0.4590927E+00   0.8602116E+00   0.7487967E+00   0.1125025E+01  -0.1552469E+01   0.1242885E+01  -0.4137395E-01  -0.1900799E+00   0.1809687E+00   0.2756369E+04  -0.7281535E+04  -0.9425179E+03  -0.1033084E+04   0.3880238E+03
   80.8000   0.1147024E+00  -0.5007443E+00  -0.1593473E+00  -0.7917713E-01   0.2787272E-02   0.8838437E+00   0.6665278E+00   0.9029908E+00   0.7328247E+00   0.1147599E+01  -0.1510198E+01   0.7806951E+00   0.2580239E+00   0.1496646E+00  -0.2882827E+00   0.1241901E+04  -0.5000798E+04  -0.1555505E+04  -0.6112719E+03  -0.1138073E+03
   81.0000  -0.4092328E-01  -0.2766252E+00  -0.1920134E+00   0.2917806E-02  -0.9932747E-01   0.5248644E+00   0.8261950E+00   0.1014051E+01   0.7959300E+00   0.9958737E+00  -0.1298356E+01   0.9317754E+00   0.4018463E+00   0.5094240E+00  -0.8733662E+00  -0.1016441E+03  -0.2739765E+04  -0.2004911E+04   0.2114466E+03  -0.1063623E+04
   81.2000  -0.1228126E+00  -0.3061226E-01  -0.2459316E+00   0.1382738E+00  -0.2260072E+00   0.3004131E+00   0.1058527E+01   0.1082099E+01   0.9811201E+00   0.7788215E+00  -0.4089562E+00   0.1164393E+01  -0.1536755E+00   0.1071965E+01  -0.7859842E+00  -0.7779207E+03  -0.3254118E+03  -0.2636613E+04   0.1486420E+04  -0.2209042E+04
   81.4000  -0.8924676E-01   0.2231331E+00  -0.3612488E+00   0.3059564E+00  -0.3361027E+00   0.3058630E+00   0.1334627E+01   0.9707708E+00   0.1257381E+01   0.6043733E+00   0.4765622E+00   0.1164032E+01  -0.6206059E+00   0.1032053E+01  -0.7484873E+00  -0.4308215E+03   0.2120127E+04  -0.3753834E+04   0.3028931E+04  -0.3213904E+04
   81.6000   0.6161785E-01   0.4514449E+00  -0.4982486E+00   0.4490095E+00  -0.4162340E+00   0.5392210E+00   0.1568854E+01   0.8440435E+00   0.1447750E+01   0.4447572E+00   0.1447730E+01   0.9382979E+00  -0.5636705E+00   0.7693419E+00  -0.2593598E+00   0.9583304E+03   0.4328975E+04  -0.5102206E+04   0.4404426E+04  -0.3921175E+04
   81.8000   0.2968353E+00   0.6408964E+00  -0.6549821E+00   0.5712764E+00  -0.4101906E+00   0.9452494E+00   0.1763811E+01   0.6908898E+00   0.1618624E+01   0.5147004E+00   0.1694148E+01   0.7056145E+00  -0.1046635E+01   0.8144889E+00   0.5362865E+00   0.3102313E+04   0.6158505E+04  -0.6650548E+04   0.5586997E+04  -0.3933958E+04
   82.0000   0.5434941E+00   0.7700452E+00  -0.8560542E+00   0.6817710E+00  -0.3600214E+00   0.1321526E+01   0.1865069E+01   0.3739271E+00   0.1826973E+01   0.6557919E+00   0.1626992E+01   0.2240579E+00  -0.1461686E+01   0.9715852E+00   0.4125564E+00   0.5411632E+04   0.7428660E+04  -0.8517713E+04   0.6589604E+04  -0.3551896E+04
   82.2000   0.7832023E+00   0.8314273E+00  -0.1049995E+01   0.7648489E+00  -0.3158433E+00   0.1706354E+01   0.1862440E+01   0.4005755E-01   0.2078342E+01   0.7335712E+00   0.1594475E+01  -0.1827356E+00  -0.1256051E+01   0.7544329E+00   0.1601322E+00   0.7646567E+04   0.8076835E+04  -0.1029028E+05   0.7236599E+04  -0.3156701E+04
   82.4000   0.9816144E+00   0.8333875E+00  -0.1186478E+01   0.7467502E+00  -0.2952746E+00   0.2043832E+01   0.1762945E+01  -0.2065072E+00   0.2160319E+01   0.6980505E+00   0.1217426E+01  -0.4028763E+00  -0.7767668E+00  -0.3593668E+00  -0.2372842E+00   0.9472328E+04   0.8175479E+04  -0.1154449E+05   0.6959323E+04  -0.2887526E+04
   82.6000   0.1099652E+01   0.8139644E+00  -0.1240886E+01   0.5814815E+00  -0.2654085E+00   0.2270752E+01   0.1700675E+01  -0.3214119E+00   0.1926938E+01   0.6532242E+00   0.5542763E+00  -0.2594671E+00  -0.3456556E+00  -0.1444291E+01   0.1729707E+00   0.1053396E+05   0.8004407E+04  -0.1204675E+05   0.5419382E+04  -0.2507327E+04
   82.8000   0.1097651E+01   0.7580386E+00  -0.1222910E+01   0.3210995E+00  -0.1844056E+00   0.2285201E+01   0.1585646E+01  -0.3858192E+00   0.1533964E+01   0.7396746E+00  -0.4195718E+00  -0.7553678E+00  -0.3124382E-01  -0.1643027E+01   0.5283325E+00   0.1050811E+05   0.7498546E+04  -0.1181643E+05   0.3005038E+04  -0.1712455E+04
   83.0000   0.9739974E+00   0.6703923E+00  -0.1111261E+01   0.3553560E-01  -0.6415641E-01   0.2087221E+01   0.1397578E+01  -0.3217828E+00   0.1174569E+01   0.9024314E+00  -0.1139873E+01  -0.5357248E+00   0.6272737E+00  -0.1665281E+01   0.8985832E+00   0.9382484E+04   0.6729646E+04  -0.1069180E+05   0.2727684E+03  -0.5839023E+03
   83.2000   0.7617604E+00   0.6089238E+00  -0.9088592E+00  -0.2739914E+00   0.7990137E-01   0.1749755E+01   0.1339052E+01  -0.1510997E+00   0.7521547E+00   0.1140223E+01  -0.1559439E+01  -0.1400419E+00   0.9809664E+00  -0.1901272E+01   0.8703588E+00   0.7439749E+04   0.6113334E+04  -0.8685316E+04  -0.2660974E+04   0.7293118E+03
   83.4000   0.5125605E+00   0.5598794E+00  -0.6164566E+00  -0.5670614E+00   0.1936746E+00   0.1380506E+01   0.1336473E+01   0.1368548E+00   0.3463921E+00   0.1286997E+01  -0.1428115E+01  -0.1212004E+00   0.1745236E+01  -0.1475486E+01   0.4184812E+00   0.5125974E+04   0.5569969E+04  -0.5819807E+04  -0.5426476E+04   0.1814173E+04
   83.6000   0.2785835E+00   0.4915532E+00  -0.2311464E+00  -0.7925849E+00   0.2648334E+00   0.1096334E+01   0.1283835E+01   0.6105463E+00   0.7280190E-01   0.1329356E+01  -0.1059367E+01  -0.4090138E+00   0.2240553E+01  -0.9455886E+00   0.1605097E+00   0.2890614E+04   0.4877724E+04  -0.2132247E+04  -0.7594194E+04   0.2555354E+04
   83.8000   0.7730564E-01   0.4030499E+00   0.1940013E+00  -0.9329972E+00   0.3222756E+00   0.8993265E+00   0.1181588E+01   0.1136305E+01  -0.5717055E-01   0.1372719E+01  -0.7228529E+00  -0.4338584E+00   0.2345740E+01  -0.2876134E+00   0.3944343E+00   0.9249398E+03   0.4023799E+04   0.1932754E+04  -0.8989298E+04   0.3137072E+04
   84.0000  -0.8113784E-01   0.3088026E+00   0.6229664E+00  -0.9929563E+00   0.3826112E+00   0.7954001E+00   0.1076779E+01   0.1685886E+01  -0.6470360E-01   0.1499095E+01  -0.2356004E+00  -0.5507298E+00   0.2416894E+01  -0.2393874E-01   0.3756333E+00  -0.6718655E+03   0.3116398E+04   0.6007552E+04  -0.9627047E+04   0.3658425E+04
   84.2000  -0.1894553E+00   0.2076427E+00   0.1012808E+01  -0.9972975E+00   0.3944513E+00   0.8300298E+00   0.9321047E+00   0.2228642E+01  -0.5167730E-01   0.1517817E+01   0.9880827E-01  -0.5855954E+00   0.1885343E+01   0.2775807E+00  -0.1894964E+00  -0.1867377E+04   0.2180746E+04   0.9662798E+04  -0.9679230E+04   0.3761161E+04
   84.4000  -0.2996589E+00   0.1248601E+00   0.1267596E+01  -0.9259757E+00   0.3579158E+00   0.8336422E+00   0.8100196E+00   0.2487653E+01   0.8883591E-01   0.1448874E+01  -0.3790249E+00  -0.2927654E+00   0.4874914E+00   0.8246364E+00  -0.2864195E+00  -0.3046906E+04   0.1425486E+04   0.1214820E+05  -0.9041479E+04   0.3432940E+04
   84.6000  -0.4449543E+00   0.9490643E-01   0.1381647E+01  -0.7976577E+00   0.2937185E+00   0.7005478E+00   0.8182206E+00   0.2487369E+01   0.3147873E+00   0.1367394E+01  -0.6565278E+00   0.2821453E+00  -0.2053804E-01   0.9345670E+00  -0.5425619E+00  -0.4460163E+04   0.1107242E+04   0.1337479E+05  -0.7885084E+04   0.2822120E+04
   84.8000  -0.5960580E+00   0.1067863E+00   0.1408483E+01  -0.6549608E+00   0.1905546E+00   0.5426802E+00   0.9167319E+00   0.2430119E+01   0.5221032E+00   0.1189841E+01  -0.7263290E+00   0.3710099E+00  -0.5062003E+00   0.7409098E+00  -0.8022283E+00  -0.5906155E+04   0.1149892E+04   0.1371406E+05  -0.6558008E+04   0.1893501E+04
   85.0000  -0.7369269E+00   0.1309852E+00   0.1345007E+01  -0.5288229E+00   0.8383817E-01   0.3719168E+00   0.1017704E+01   0.2234238E+01   0.6413496E+00   0.1010056E+01  -0.6240779E+00   0.4787472E+00  -0.8792987E+00   0.3594297E+00  -0.5081473E+00  -0.7237380E+04   0.1323968E+04   0.1320771E+05  -0.5320168E+04   0.9354913E+03
   85.2000  -0.8392726E+00   0.1575383E+00   0.1235813E+01  -0.4217891E+00   0.2539321E-01   0.2683159E+00   0.1132360E+01   0.2032979E+01   0.6796837E+00   0.9812702E+00  -0.3006864E+00   0.3156928E+00  -0.7829422E+00   0.1819746E+00   0.2296337E+00  -0.8225242E+04   0.1517147E+04   0.1221732E+05  -0.4208002E+04   0.3308331E+03
   85.4000  -0.8953473E+00   0.1563355E+00   0.1108213E+01  -0.3138573E+00   0.1314810E-01   0.2349133E+00   0.1162079E+01   0.1873466E+01   0.7024263E+00   0.1118973E+01  -0.3031082E-01   0.8277025E-02  -0.6459517E+00   0.2239003E+00   0.3303477E+00  -0.8794078E+04   0.1499345E+04   0.1098222E+05  -0.3075794E+04   0.5287097E+02
   85.6000  -0.9074183E+00   0.1340328E+00   0.9659399E+00  -0.1855921E+00  -0.4127491E-01   0.2695522E+00   0.1143291E+01   0.1747110E+01   0.7649176E+00   0.1109612E+01   0.1806580E+00  -0.3413261E-01  -0.6467234E+00   0.4523690E+00  -0.4403932E+00  -0.8962098E+04   0.1304543E+04   0.9558979E+04  -0.1771496E+04  -0.5252334E+03
   85.8000  -0.8966537E+00   0.1106224E+00   0.7981715E+00  -0.3112789E-01  -0.1364950E+00   0.3093159E+00   0.1150702E+01   0.1598526E+01   0.8847914E+00   0.9897548E+00   0.4012364E-01   0.3526666E-01  -0.7570849E+00   0.6244497E+00  -0.4105501E+00  -0.8887179E+04   0.1071591E+04   0.7887188E+04  -0.2459476E+03  -0.1423863E+04
   86.0000  -0.8826537E+00   0.7620839E-01   0.6036306E+00   0.1412552E+00  -0.2343463E+00   0.2846710E+00   0.1130436E+01   0.1420225E+01   0.1038286E+01   0.8991522E+00  -0.8999205E-01  -0.1246768E+00  -0.9580954E+00   0.7749854E+00  -0.5567907E+00  -0.8706813E+04   0.7485071E+03   0.5966193E+04   0.1434106E+04  -0.2383745E+04
   86.2000  -0.8430879E+00   0.4618750E-01   0.3810327E+00   0.3250752E+00  -0.3469259E+00   0.2723176E+00   0.1137064E+01   0.1178554E+01   0.1236525E+01   0.7515176E+00   0.1791064E+00   0.2701372E+00  -0.1119863E+01   0.8317425E+00  -0.6367137E+00  -0.8262021E+04   0.4420928E+03   0.3811257E+04   0.3191126E+04  -0.3455875E+04
   86.4000  -0.7519118E+00   0.3169483E-01   0.1524170E+00   0.4853474E+00  -0.4578471E+00   0.3549334E+00   0.1232925E+01   0.9261941E+00   0.1380300E+01   0.6000732E+00   0.5819358E+00   0.2387737E+00  -0.1098113E+01   0.3746029E+00  -0.7207635E+00  -0.7367288E+04   0.2117845E+03   0.1609688E+04   0.4756031E+04  -0.4498210E+04
   86.6000  -0.6107432E+00  -0.7826599E-02  -0.6051526E-01   0.6034287E+00  -0.5553614E+00   0.5391469E+00   0.1272666E+01   0.6914328E+00   0.1408034E+01   0.4333822E+00   0.8658785E+00   0.8461655E-01  -0.8725030E+00   0.2111970E+00  -0.4535229E+00  -0.6048057E+04  -0.2419263E+03  -0.4418007E+03   0.5988188E+04  -0.5387940E+04
   86.8000  -0.4583724E+00  -0.7743538E-01  -0.2325103E+00   0.7136064E+00  -0.5936825E+00   0.7205960E+00   0.1287427E+01   0.5420593E+00   0.1459070E+01   0.4142521E+00   0.5382836E+00  -0.2131993E+00  -0.5942972E+00   0.2801341E+00   0.9579052E-01  -0.4601251E+04  -0.9950511E+03  -0.2130255E+04   0.7121349E+04  -0.5795396E+04
   87.0000  -0.3332822E+00  -0.2003595E+00  -0.3692750E+00   0.8170062E+00  -0.5900324E+00   0.7748406E+00   0.1193584E+01   0.4142081E+00   0.1503483E+01   0.4679684E+00   0.2289709E+00  -0.6485894E+00  -0.4215865E+00   0.3500159E+00   0.1356470E+00  -0.3309831E+04  -0.2226359E+04  -0.3457584E+04   0.8185132E+04  -0.5839803E+04
   87.2000  -0.2068702E+00  -0.3773777E+00  -0.4472019E+00   0.9327289E+00  -0.5812598E+00   0.8143184E+00   0.9987841E+00   0.3931420E+00   0.1625550E+01   0.4909883E+00   0.4126755E+00  -0.1175585E+01   0.1651941E+00   0.6647372E+00  -0.1331180E+00  -0.1981719E+04  -0.3939065E+04  -0.4253573E+04   0.9311984E+04  -0.5796855E+04
   87.4000  -0.4221993E-01  -0.6044241E+00  -0.4693307E+00   0.1044636E+01  -0.5955678E+00   0.9563107E+00   0.6632589E+00   0.4716378E+00   0.1767859E+01   0.3872052E+00   0.9677548E+00  -0.1466168E+01   0.2977119E+00   0.5823507E+00  -0.6476857E+00  -0.3605135E+03  -0.6060428E+04  -0.4547367E+04   0.1038462E+05  -0.5863359E+04
   87.6000   0.1623610E+00  -0.8241189E+00  -0.4648209E+00   0.1140332E+01  -0.6133413E+00   0.1240831E+01   0.3565309E+00   0.5571608E+00   0.1911458E+01   0.1900234E+00   0.1137479E+01  -0.1215958E+01   0.4288178E+00   0.6954201E+00  -0.5673034E+00   0.1539627E+04  -0.8139338E+04  -0.4562941E+04   0.1129412E+05  -0.5866267E+04
   87.8000   0.3356261E+00  -0.1015044E+01  -0.4394340E+00   0.1215786E+01  -0.5606077E+00   0.1438940E+01   0.8534159E-01   0.6734014E+00   0.2069665E+01   0.1248630E+00   0.5419143E+00  -0.1182931E+01   0.4079148E+00   0.6479396E+00   0.2189216E+00   0.3193268E+04  -0.9953499E+04  -0.4382179E+04   0.1197681E+05  -0.5242915E+04
   88.0000   0.4521715E+00  -0.1167887E+01  -0.4209000E+00   0.1261106E+01  -0.4146973E+00   0.1500506E+01  -0.1728205E+00   0.7378449E+00   0.2242512E+01   0.2322337E+00   0.2363473E+00  -0.9485294E+00   0.1273796E+00   0.7006888E+00   0.7021934E+00   0.4389127E+04  -0.1136718E+05  -0.4221380E+04   0.1231500E+05  -0.3784717E+04
   88.2000   0.5382435E+00  -0.1253300E+01  -0.4173390E+00   0.1250202E+01  -0.1898887E+00   0.1526969E+01  -0.3575130E+00   0.7286429E+00   0.2389917E+01   0.4421817E+00   0.2019448E+00  -0.5441576E+00   0.2951495E-02   0.2200212E+00   0.1391748E+01   0.5297168E+04  -0.1211586E+05  -0.4145120E+04   0.1206442E+05  -0.1573867E+04
   88.4000   0.6183665E+00  -0.1247042E+01  -0.3998308E+00   0.1134790E+01   0.1257519E+00   0.1592059E+01  -0.4344282E+00   0.7513982E+00   0.2381885E+01   0.8568529E+00   0.4648464E+00   0.9407251E-01   0.2911846E+00  -0.5435928E+00   0.2033273E+01   0.6091779E+04  -0.1197349E+05  -0.3955331E+04   0.1083465E+05   0.1422246E+04
   88.6000   0.6998723E+00  -0.1118615E+01  -0.3578144E+00   0.8866589E+00   0.4849061E+00   0.1739713E+01  -0.3166283E+00   0.8423439E+00   0.2144902E+01   0.1356424E+01   0.5746887E+00   0.1049504E+01   0.4108557E+00  -0.1664934E+01   0.2233058E+01   0.6807053E+04  -0.1070137E+05  -0.3579492E+04   0.8406478E+04   0.4794914E+04
   88.8000   0.7405142E+00  -0.8624186E+00  -0.3088775E+00   0.5103726E+00   0.8365952E+00   0.1845276E+01   0.3153880E-01   0.9496427E+00   0.1649764E+01   0.1882327E+01   0.8948495E-01   0.1876772E+01   0.4420396E+00  -0.2378932E+01   0.1943342E+01   0.7119592E+04  -0.8280529E+04  -0.3152963E+04   0.4854373E+04   0.8068502E+04
   89.0000   0.7023968E+00  -0.5150405E+00  -0.2720218E+00   0.7667517E-01   0.1095584E+01   0.1800360E+01   0.5405906E+00   0.1034785E+01   0.1073262E+01   0.2202775E+01  -0.4842592E+00   0.2343407E+01   0.1939152E+00  -0.2449620E+01   0.9328910E+00   0.6735880E+04  -0.5040248E+04  -0.2835142E+04   0.7596796E+03   0.1055303E+05
